date,t1,c1,p1,sal,sv
20211003T012124.757Z,9.464,3.40034,97.084,31.2726,1484.933
20211003T012125.803Z,9.4639,3.40036,97.084,31.2727,1484.933
20211003T012126.757Z,9.464,3.40035,97.084,31.2726,1484.934
20211003T012127.762Z,9.4639,3.40035,97.084,31.2727,1484.933
20211003T012128.758Z,9.4638,3.40035,97.084,31.2728,1484.933
20211003T012129.821Z,9.4638,3.40033,97.084,31.2726,1484.933
20211003T012130.757Z,9.4638,3.40035,97.084,31.2727,1484.933
20211003T012131.765Z,9.4638,3.40034,97.085,31.2726,1484.933
20211003T012132.757Z,9.4638,3.40033,97.083,31.2726,1484.933
20211003T012133.773Z,9.4638,3.40034,97.084,31.2727,1484.933
20211003T012134.758Z,9.4638,3.40033,97.083,31.2726,1484.933
20211003T012135.760Z,9.4637,3.40033,97.084,31.2727,1484.933
20211003T012136.757Z,9.4637,3.40034,97.083,31.2727,1484.933
20211003T012137.784Z,9.4637,3.40033,97.083,31.2727,1484.933
20211003T012138.757Z,9.4637,3.40034,97.084,31.2728,1484.932
20211003T012139.833Z,9.4637,3.40033,97.083,31.2727,1484.933
20211003T012140.761Z,9.4637,3.40034,97.083,31.2727,1484.933
20211003T012141.773Z,9.4638,3.40033,97.083,31.2726,1484.933
20211003T012142.757Z,9.4637,3.40033,97.083,31.2726,1484.933
20211003T012143.764Z,9.4638,3.40032,97.083,31.2725,1484.933
20211003T012144.762Z,9.4638,3.40032,97.083,31.2724,1484.933
20211003T012145.778Z,9.4638,3.4003,97.083,31.2722,1484.932
20211003T012146.770Z,9.4639,3.40031,97.082,31.2723,1484.933
20211003T012147.846Z,9.4639,3.40031,97.083,31.2722,1484.933
20211003T012148.760Z,9.4639,3.4003,97.083,31.2722,1484.933
20211003T012149.822Z,9.4639,3.4003,97.084,31.2721,1484.933
20211003T012150.758Z,9.4639,3.40031,97.082,31.2723,1484.933
20211003T012151.759Z,9.4638,3.4003,97.083,31.2723,1484.933
20211003T012152.759Z,9.4639,3.40029,97.084,31.2721,1484.932
20211003T012153.908Z,9.4638,3.40031,97.082,31.2724,1484.932
20211003T012154.758Z,9.4639,3.4003,97.083,31.2722,1484.933
20211003T012155.801Z,9.4638,3.4003,97.083,31.2723,1484.932
20211003T012156.757Z,9.4638,3.40029,97.082,31.2721,1484.932
20211003T012157.784Z,9.4639,3.40031,97.084,31.2723,1484.933
20211003T012158.757Z,9.4638,3.40031,97.082,31.2724,1484.932
20211003T012159.770Z,9.4638,3.40032,97.083,31.2725,1484.933
20211003T012200.757Z,9.4638,3.40032,97.084,31.2725,1484.933
20211003T012201.781Z,9.4638,3.40033,97.083,31.2726,1484.933
20211003T012202.758Z,9.4638,3.40033,97.084,31.2725,1484.933
20211003T012203.802Z,9.4638,3.40032,97.083,31.2725,1484.933
20211003T012204.757Z,9.4637,3.40032,97.081,31.2726,1484.932
20211003T012205.803Z,9.4637,3.40031,97.082,31.2724,1484.932
20211003T012206.756Z,9.4637,3.40031,97.082,31.2725,1484.932
20211003T012207.825Z,9.4638,3.40031,97.083,31.2724,1484.932
20211003T012208.757Z,9.4638,3.4003,97.083,31.2723,1484.932
20211003T012209.771Z,9.4638,3.40031,97.082,31.2724,1484.932
20211003T012210.770Z,9.4638,3.40031,97.082,31.2724,1484.932
20211003T012211.762Z,9.4638,3.40032,97.082,31.2725,1484.933
20211003T012212.757Z,9.4639,3.40032,97.082,31.2725,1484.933
20211003T012213.798Z,9.4637,3.40032,97.083,31.2725,1484.932
20211003T012214.757Z,9.4638,3.40033,97.082,31.2726,1484.933
20211003T012215.789Z,9.4638,3.40033,97.082,31.2726,1484.933
20211003T012216.757Z,9.4638,3.40033,97.082,31.2726,1484.933
20211003T012217.760Z,9.4637,3.40032,97.082,31.2726,1484.932
20211003T012218.757Z,9.4638,3.40033,97.081,31.2726,1484.933
20211003T012219.765Z,9.4638,3.40033,97.081,31.2726,1484.933
20211003T012220.756Z,9.4637,3.40033,97.081,31.2727,1484.933
20211003T012221.761Z,9.4637,3.40033,97.083,31.2726,1484.933
20211003T012222.756Z,9.4637,3.40033,97.081,31.2727,1484.933
20211003T012223.806Z,9.4638,3.40033,97.082,31.2726,1484.933
20211003T012224.757Z,9.4638,3.40033,97.081,31.2726,1484.933
20211003T012225.773Z,9.4637,3.40032,97.081,31.2726,1484.932
20211003T012226.762Z,9.4637,3.40034,97.082,31.2727,1484.933
20211003T012227.782Z,9.4638,3.40033,97.082,31.2726,1484.933
20211003T012228.757Z,9.4639,3.40034,97.081,31.2727,1484.933
20211003T012229.761Z,9.4637,3.40034,97.082,31.2728,1484.933
20211003T012230.757Z,9.4637,3.40033,97.081,31.2727,1484.932
20211003T012231.846Z,9.4637,3.40034,97.082,31.2727,1484.933
20211003T012232.757Z,9.4637,3.40035,97.081,31.2728,1484.933
20211003T012233.783Z,9.4637,3.40036,97.082,31.2729,1484.933
20211003T012234.774Z,9.4637,3.40035,97.081,31.2729,1484.933
20211003T012235.836Z,9.4637,3.40035,97.081,31.2729,1484.933
20211003T012236.757Z,9.4637,3.40034,97.081,31.2727,1484.933
20211003T012237.762Z,9.4637,3.40033,97.081,31.2727,1484.932
20211003T012238.758Z,9.4637,3.40034,97.081,31.2727,1484.933
20211003T012239.761Z,9.4637,3.40034,97.082,31.2727,1484.933
20211003T012240.756Z,9.4637,3.40034,97.081,31.2728,1484.932
20211003T012241.775Z,9.4637,3.40033,97.081,31.2726,1484.933
20211003T012242.758Z,9.4637,3.40032,97.081,31.2726,1484.932
20211003T012243.780Z,9.4637,3.40033,97.081,31.2727,1484.932
20211003T012244.756Z,9.4637,3.40036,97.08,31.273,1484.933
20211003T012245.763Z,9.4637,3.40036,97.08,31.2729,1484.933
20211003T012246.756Z,9.4637,3.40037,97.08,31.273,1484.933
20211003T012247.770Z,9.4637,3.40037,97.081,31.273,1484.933
20211003T012248.758Z,9.4638,3.40037,97.08,31.273,1484.933
20211003T012249.786Z,9.4637,3.40036,97.08,31.2729,1484.933
20211003T012250.758Z,9.4637,3.40035,97.08,31.2729,1484.933
20211003T012251.777Z,9.4637,3.40036,97.08,31.273,1484.933
20211003T012252.758Z,9.4637,3.40035,97.08,31.2729,1484.933
20211003T012253.760Z,9.4637,3.40035,97.08,31.2729,1484.933
20211003T012254.757Z,9.4637,3.40036,97.08,31.273,1484.933
20211003T012255.824Z,9.4637,3.40034,97.08,31.2728,1484.933
20211003T012256.758Z,9.4638,3.40033,97.08,31.2726,1484.933
20211003T012257.803Z,9.4637,3.40033,97.081,31.2727,1484.933
20211003T012258.757Z,9.4638,3.40034,97.08,31.2727,1484.933
20211003T012259.778Z,9.4638,3.40034,97.08,31.2727,1484.933
20211003T012300.756Z,9.4638,3.40034,97.08,31.2727,1484.933
20211003T012301.758Z,9.4638,3.40034,97.08,31.2727,1484.933
20211003T012302.757Z,9.4638,3.40034,97.08,31.2727,1484.933
20211003T012303.765Z,9.4638,3.40033,97.079,31.2726,1484.933
20211003T012304.758Z,9.4638,3.40034,97.079,31.2727,1484.933
20211003T012305.758Z,9.4638,3.40033,97.08,31.2726,1484.933
20211003T012306.757Z,9.4638,3.40033,97.079,31.2726,1484.933
20211003T012307.759Z,9.4638,3.40035,97.079,31.2728,1484.933
20211003T012308.757Z,9.4638,3.40034,97.079,31.2727,1484.933
20211003T012309.792Z,9.4638,3.40034,97.079,31.2726,1484.933
20211003T012310.757Z,9.4638,3.40034,97.079,31.2727,1484.933
20211003T012311.856Z,9.4637,3.40034,97.079,31.2728,1484.933
20211003T012312.761Z,9.4638,3.40034,97.079,31.2727,1484.933
20211003T012313.823Z,9.4638,3.40036,97.079,31.2728,1484.933
20211003T012314.758Z,9.4637,3.40033,97.08,31.2727,1484.933
20211003T012315.767Z,9.4637,3.40035,97.079,31.2728,1484.933
20211003T012316.759Z,9.4637,3.40034,97.08,31.2727,1484.933
20211003T012317.787Z,9.4637,3.40034,97.079,31.2728,1484.933
20211003T012318.757Z,9.4637,3.40033,97.079,31.2727,1484.932
20211003T012319.805Z,9.4637,3.40033,97.079,31.2726,1484.932
20211003T012320.759Z,9.4637,3.40034,97.078,31.2728,1484.932
20211003T012321.769Z,9.4637,3.40034,97.077,31.2728,1484.932
20211003T012322.758Z,9.4637,3.40036,97.079,31.2729,1484.933
20211003T012323.815Z,9.4637,3.40035,97.078,31.2728,1484.933
20211003T012324.757Z,9.4638,3.40034,97.078,31.2727,1484.933
20211003T012325.800Z,9.4637,3.40034,97.078,31.2728,1484.933
20211003T012326.757Z,9.4638,3.40035,97.077,31.2728,1484.933
20211003T012327.759Z,9.4637,3.40034,97.078,31.2728,1484.933
20211003T012328.757Z,9.4638,3.40034,97.078,31.2727,1484.933
20211003T012329.764Z,9.4638,3.40034,97.078,31.2727,1484.933
20211003T012330.757Z,9.4638,3.40034,97.077,31.2727,1484.933
20211003T012331.808Z,9.4638,3.40033,97.077,31.2726,1484.933
20211003T012332.757Z,9.4638,3.40034,97.077,31.2727,1484.933
20211003T012333.803Z,9.4637,3.40034,97.078,31.2728,1484.933
20211003T012334.757Z,9.4637,3.40034,97.077,31.2728,1484.933
20211003T012335.829Z,9.4637,3.40034,97.078,31.2728,1484.932
20211003T012336.757Z,9.4637,3.40035,97.076,31.2729,1484.933
20211003T012337.842Z,9.4638,3.40036,97.077,31.2729,1484.933
20211003T012338.757Z,9.4638,3.40036,97.078,31.2729,1484.933
20211003T012339.762Z,9.4639,3.40035,97.077,31.2727,1484.933
20211003T012340.758Z,9.4638,3.40034,97.077,31.2727,1484.933
20211003T012341.817Z,9.4638,3.40035,97.077,31.2728,1484.933
20211003T012342.758Z,9.4638,3.40034,97.077,31.2727,1484.933
20211003T012343.777Z,9.4637,3.40036,97.077,31.2729,1484.933
20211003T012344.758Z,9.4637,3.40034,97.077,31.2728,1484.933
20211003T012345.795Z,9.4637,3.40033,97.077,31.2727,1484.932
20211003T012346.757Z,9.4638,3.40035,97.077,31.2728,1484.933
20211003T012347.790Z,9.4638,3.40036,97.077,31.2729,1484.933
20211003T012348.771Z,9.4638,3.40036,97.076,31.2729,1484.933
20211003T012349.761Z,9.4638,3.40037,97.077,31.273,1484.933
20211003T012350.758Z,9.4638,3.40036,97.077,31.2729,1484.933
20211003T012351.780Z,9.4638,3.40036,97.077,31.2729,1484.933
20211003T012352.756Z,9.4638,3.40036,97.076,31.2729,1484.933
20211003T012353.766Z,9.4638,3.40036,97.076,31.2729,1484.933
20211003T012354.761Z,9.4638,3.40036,97.076,31.2729,1484.933
20211003T012355.776Z,9.4639,3.40036,97.076,31.2728,1484.933
20211003T012356.756Z,9.4638,3.40034,97.076,31.2727,1484.933
20211003T012357.777Z,9.4638,3.40034,97.076,31.2727,1484.933
20211003T012358.761Z,9.4637,3.40036,97.076,31.2729,1484.933
20211003T012359.785Z,9.4638,3.40036,97.076,31.2729,1484.933
20211003T012400.756Z,9.4638,3.40037,97.077,31.273,1484.933
20211003T012401.812Z,9.4638,3.40039,97.075,31.2732,1484.934
20211003T012402.759Z,9.4639,3.40041,97.076,31.2734,1484.934
20211003T012403.794Z,9.4639,3.40042,97.076,31.2734,1484.934
20211003T012404.758Z,9.4639,3.40042,97.076,31.2734,1484.934
20211003T012405.805Z,9.464,3.40042,97.075,31.2733,1484.934
20211003T012406.758Z,9.4638,3.4004,97.076,31.2733,1484.933
20211003T012407.806Z,9.4638,3.40037,97.075,31.273,1484.933
20211003T012408.758Z,9.4637,3.40036,97.075,31.273,1484.933
20211003T012409.831Z,9.4637,3.40033,97.075,31.2727,1484.932
20211003T012410.758Z,9.4636,3.40033,97.074,31.2728,1484.932
20211003T012411.762Z,9.4636,3.40031,97.075,31.2725,1484.932
20211003T012412.771Z,9.4636,3.4003,97.075,31.2725,1484.932
20211003T012413.770Z,9.4635,3.40032,97.076,31.2728,1484.932
20211003T012414.757Z,9.4636,3.40032,97.075,31.2727,1484.932
20211003T012415.767Z,9.4636,3.40034,97.075,31.2729,1484.932
20211003T012416.757Z,9.4637,3.40036,97.075,31.273,1484.933
20211003T012417.771Z,9.4636,3.40035,97.075,31.273,1484.932
20211003T012418.757Z,9.4636,3.40035,97.074,31.273,1484.932
20211003T012419.788Z,9.4636,3.40037,97.075,31.2731,1484.933
20211003T012420.756Z,9.4636,3.40034,97.074,31.2729,1484.932
20211003T012421.832Z,9.4636,3.40034,97.074,31.2729,1484.932
20211003T012422.758Z,9.4636,3.40033,97.073,31.2728,1484.932
20211003T012423.834Z,9.4635,3.40031,97.074,31.2726,1484.932
20211003T012424.757Z,9.4634,3.40029,97.074,31.2725,1484.931
20211003T012425.762Z,9.4633,3.40027,97.073,31.2723,1484.931
20211003T012426.757Z,9.4634,3.40026,97.074,31.2722,1484.931
20211003T012427.776Z,9.4634,3.40027,97.074,31.2722,1484.931
20211003T012428.756Z,9.4636,3.40027,97.074,31.2722,1484.931
20211003T012429.788Z,9.4636,3.40028,97.073,31.2722,1484.932
20211003T012430.756Z,9.4637,3.40028,97.073,31.2721,1484.932
20211003T012431.791Z,9.4637,3.40028,97.073,31.2722,1484.932
20211003T012432.756Z,9.4638,3.40028,97.073,31.2721,1484.932
20211003T012433.785Z,9.4638,3.40028,97.074,31.2721,1484.932
20211003T012434.756Z,9.4638,3.40029,97.073,31.2722,1484.932
20211003T012435.812Z,9.4637,3.40028,97.074,31.2721,1484.932
20211003T012436.771Z,9.4637,3.40028,97.073,31.2721,1484.932
20211003T012437.761Z,9.4638,3.40029,97.074,31.2722,1484.932
20211003T012438.756Z,9.4638,3.40031,97.073,31.2723,1484.932
20211003T012439.843Z,9.4639,3.4003,97.073,31.2722,1484.932
20211003T012440.762Z,9.4639,3.4003,97.073,31.2722,1484.933
20211003T012441.774Z,9.4638,3.40028,97.074,31.272,1484.932
20211003T012442.757Z,9.4637,3.40028,97.073,31.2722,1484.932
20211003T012443.763Z,9.4637,3.40028,97.073,31.2722,1484.932
20211003T012444.763Z,9.4636,3.40028,97.073,31.2722,1484.932
20211003T012445.791Z,9.4637,3.40029,97.074,31.2723,1484.932
20211003T012446.757Z,9.4637,3.40029,97.072,31.2723,1484.932
20211003T012447.761Z,9.4638,3.4003,97.073,31.2723,1484.932
20211003T012448.759Z,9.4638,3.40029,97.072,31.2722,1484.932
20211003T012449.785Z,9.4637,3.40028,97.073,31.2721,1484.932
20211003T012450.756Z,9.4637,3.40028,97.072,31.2721,1484.932
20211003T012451.840Z,9.4636,3.40027,97.072,31.2721,1484.932
20211003T012452.759Z,9.4636,3.40026,97.071,31.2721,1484.931
20211003T012453.767Z,9.4636,3.40026,97.071,31.272,1484.931
20211003T012454.757Z,9.4635,3.40024,97.072,31.272,1484.931
20211003T012455.890Z,9.4636,3.40023,97.071,31.2718,1484.931
20211003T012456.756Z,9.4636,3.40025,97.072,31.2719,1484.931
20211003T012457.764Z,9.4635,3.40023,97.071,31.2719,1484.931
20211003T012458.757Z,9.4635,3.40026,97.072,31.2721,1484.931
20211003T012459.794Z,9.4634,3.40026,97.071,31.2722,1484.931
20211003T012500.757Z,9.4634,3.40027,97.071,31.2722,1484.931
20211003T012501.772Z,9.4636,3.40028,97.071,31.2723,1484.931
20211003T012502.758Z,9.4635,3.40029,97.072,31.2724,1484.931
20211003T012503.764Z,9.4635,3.4003,97.071,31.2725,1484.931
20211003T012504.758Z,9.4636,3.4003,97.071,31.2725,1484.932
20211003T012505.830Z,9.4636,3.4003,97.071,31.2725,1484.932
20211003T012506.758Z,9.4636,3.40029,97.07,31.2723,1484.932
20211003T012507.836Z,9.4636,3.4003,97.071,31.2724,1484.932
20211003T012508.758Z,9.4637,3.4003,97.071,31.2724,1484.932
20211003T012509.823Z,9.4637,3.4003,97.071,31.2724,1484.932
20211003T012510.758Z,9.4637,3.4003,97.071,31.2724,1484.932
20211003T012511.792Z,9.4636,3.4003,97.072,31.2725,1484.932
20211003T012512.758Z,9.4637,3.4003,97.07,31.2724,1484.932
20211003T012513.792Z,9.4637,3.4003,97.07,31.2724,1484.932
20211003T012514.758Z,9.4637,3.40032,97.071,31.2726,1484.932
20211003T012515.794Z,9.4637,3.40031,97.07,31.2724,1484.932
20211003T012516.758Z,9.4637,3.4003,97.07,31.2723,1484.932
20211003T012517.783Z,9.4637,3.4003,97.07,31.2724,1484.932
20211003T012518.756Z,9.4638,3.40031,97.07,31.2724,1484.932
20211003T012519.855Z,9.4638,3.4003,97.069,31.2723,1484.932
20211003T012520.757Z,9.4638,3.4003,97.069,31.2723,1484.932
20211003T012521.764Z,9.4638,3.4003,97.069,31.2723,1484.932
20211003T012522.756Z,9.4637,3.40031,97.07,31.2724,1484.932
20211003T012523.825Z,9.4638,3.40031,97.069,31.2724,1484.932
20211003T012524.757Z,9.4637,3.40032,97.07,31.2726,1484.932
20211003T012525.816Z,9.4637,3.40032,97.068,31.2725,1484.932
20211003T012526.761Z,9.4637,3.40033,97.069,31.2726,1484.932
20211003T012527.779Z,9.4637,3.40032,97.069,31.2726,1484.932
20211003T012528.757Z,9.4637,3.40033,97.07,31.2727,1484.932
20211003T012529.791Z,9.4637,3.40033,97.07,31.2727,1484.932
20211003T012530.758Z,9.4637,3.40033,97.069,31.2727,1484.932
20211003T012531.836Z,9.4638,3.40033,97.069,31.2726,1484.932
20211003T012532.758Z,9.4638,3.40034,97.069,31.2726,1484.933
20211003T012533.789Z,9.4639,3.40032,97.069,31.2724,1484.933
20211003T012534.760Z,9.4638,3.40033,97.068,31.2725,1484.933
20211003T012535.827Z,9.4639,3.40032,97.068,31.2725,1484.933
20211003T012536.763Z,9.4639,3.40033,97.069,31.2725,1484.933
20211003T012537.765Z,9.464,3.40032,97.069,31.2724,1484.933
20211003T012538.758Z,9.4639,3.40032,97.068,31.2724,1484.933
20211003T012539.802Z,9.4639,3.40032,97.068,31.2723,1484.933
20211003T012540.769Z,9.464,3.40032,97.068,31.2724,1484.933
20211003T012541.760Z,9.4639,3.40033,97.068,31.2725,1484.933
20211003T012542.758Z,9.464,3.40033,97.068,31.2725,1484.933
20211003T012543.776Z,9.4639,3.40033,97.068,31.2725,1484.933
20211003T012544.773Z,9.4638,3.40034,97.068,31.2727,1484.933
20211003T012545.760Z,9.4639,3.40036,97.068,31.2727,1484.933
20211003T012546.758Z,9.464,3.40035,97.068,31.2727,1484.933
20211003T012547.786Z,9.464,3.40035,97.068,31.2726,1484.933
20211003T012548.779Z,9.464,3.40036,97.068,31.2727,1484.933
20211003T012549.780Z,9.464,3.40032,97.068,31.2724,1484.933
20211003T012550.758Z,9.464,3.40032,97.068,31.2723,1484.933
20211003T012551.830Z,9.464,3.40033,97.067,31.2724,1484.933
20211003T012552.756Z,9.4639,3.40035,97.067,31.2727,1484.933
20211003T012553.824Z,9.4639,3.40034,97.068,31.2726,1484.933
20211003T012554.756Z,9.464,3.40035,97.067,31.2726,1484.933
20211003T012555.849Z,9.464,3.40036,97.067,31.2727,1484.933
20211003T012556.757Z,9.464,3.40035,97.067,31.2726,1484.933
20211003T012557.849Z,9.464,3.40036,97.068,31.2727,1484.933
20211003T012558.757Z,9.4639,3.40036,97.067,31.2728,1484.933
20211003T012559.831Z,9.464,3.40036,97.067,31.2727,1484.933
20211003T012600.758Z,9.464,3.40037,97.067,31.2728,1484.934
20211003T012601.790Z,9.464,3.40038,97.067,31.2729,1484.934
20211003T012602.758Z,9.464,3.40039,97.067,31.273,1484.934
20211003T012603.824Z,9.464,3.40038,97.066,31.2729,1484.934
20211003T012604.758Z,9.464,3.40038,97.067,31.2729,1484.934
20211003T012605.765Z,9.464,3.40039,97.066,31.273,1484.934
20211003T012606.758Z,9.464,3.40038,97.067,31.2729,1484.934
20211003T012607.773Z,9.4639,3.40035,97.066,31.2727,1484.933
20211003T012608.757Z,9.464,3.40036,97.066,31.2727,1484.933
20211003T012609.791Z,9.464,3.40034,97.067,31.2725,1484.933
20211003T012610.758Z,9.4639,3.40035,97.066,31.2727,1484.933
20211003T012611.843Z,9.464,3.40037,97.066,31.2728,1484.933
20211003T012612.761Z,9.464,3.40036,97.066,31.2728,1484.933
20211003T012613.814Z,9.464,3.40036,97.066,31.2727,1484.933
20211003T012614.771Z,9.464,3.40037,97.066,31.2728,1484.933
20211003T012615.761Z,9.464,3.40037,97.066,31.2728,1484.934
20211003T012616.758Z,9.464,3.40037,97.066,31.2728,1484.934
20211003T012617.818Z,9.464,3.40037,97.066,31.2728,1484.933
20211003T012618.757Z,9.464,3.40037,97.066,31.2728,1484.933
20211003T012619.786Z,9.464,3.40037,97.065,31.2728,1484.934
20211003T012620.758Z,9.4639,3.40036,97.065,31.2728,1484.933
20211003T012621.805Z,9.4639,3.40038,97.065,31.2729,1484.933
20211003T012622.757Z,9.4639,3.40036,97.064,31.2728,1484.933
20211003T012623.832Z,9.4639,3.40037,97.065,31.2728,1484.933
20211003T012624.758Z,9.464,3.40037,97.065,31.2728,1484.934
20211003T012625.761Z,9.464,3.40038,97.065,31.273,1484.934
20211003T012626.757Z,9.4639,3.40038,97.064,31.273,1484.933
20211003T012627.848Z,9.464,3.40037,97.065,31.2728,1484.934
20211003T012628.758Z,9.464,3.40037,97.064,31.2729,1484.933
20211003T012629.781Z,9.464,3.40037,97.064,31.2728,1484.933
20211003T012630.758Z,9.4639,3.40038,97.064,31.2729,1484.933
20211003T012631.843Z,9.464,3.40038,97.064,31.2729,1484.934
20211003T012632.758Z,9.464,3.40038,97.065,31.2729,1484.934
20211003T012633.778Z,9.4641,3.40039,97.064,31.2729,1484.934
20211003T012634.757Z,9.464,3.40039,97.064,31.273,1484.934
20211003T012635.821Z,9.4641,3.40041,97.064,31.2731,1484.934
20211003T012636.757Z,9.4641,3.4004,97.063,31.273,1484.934
20211003T012637.776Z,9.4641,3.40039,97.064,31.2729,1484.934
20211003T012638.771Z,9.4642,3.4004,97.063,31.2729,1484.934
20211003T012639.794Z,9.4641,3.4004,97.063,31.2731,1484.934
20211003T012640.758Z,9.4642,3.4004,97.065,31.273,1484.934
20211003T012641.852Z,9.4642,3.40039,97.064,31.2729,1484.934
20211003T012642.757Z,9.4641,3.40038,97.064,31.2728,1484.934
20211003T012643.770Z,9.4641,3.40037,97.064,31.2727,1484.934
20211003T012644.758Z,9.4641,3.40038,97.063,31.2728,1484.934
20211003T012645.762Z,9.464,3.4004,97.063,31.2731,1484.934
20211003T012646.757Z,9.464,3.40039,97.063,31.273,1484.934
20211003T012647.778Z,9.464,3.40041,97.063,31.2732,1484.934
20211003T012648.757Z,9.4641,3.40041,97.063,31.2732,1484.934
20211003T012649.857Z,9.464,3.40042,97.063,31.2733,1484.934
20211003T012650.756Z,9.464,3.40042,97.063,31.2733,1484.934
20211003T012651.824Z,9.4641,3.4004,97.064,31.2731,1484.934
20211003T012652.758Z,9.4641,3.40038,97.063,31.2729,1484.934
20211003T012653.795Z,9.4641,3.40039,97.063,31.273,1484.934
20211003T012654.761Z,9.4641,3.40039,97.064,31.273,1484.934
20211003T012655.760Z,9.464,3.4004,97.063,31.2731,1484.934
20211003T012656.758Z,9.4641,3.4004,97.063,31.273,1484.934
20211003T012657.760Z,9.4641,3.4004,97.063,31.273,1484.934
20211003T012658.762Z,9.4641,3.4004,97.061,31.273,1484.934
20211003T012659.820Z,9.4641,3.40041,97.062,31.2731,1484.934
20211003T012700.757Z,9.4641,3.40043,97.062,31.2733,1484.935
20211003T012701.774Z,9.4642,3.40043,97.062,31.2732,1484.935
20211003T012702.760Z,9.4641,3.40041,97.062,31.2731,1484.934
20211003T012703.856Z,9.4641,3.40041,97.062,31.2732,1484.934
20211003T012704.757Z,9.4641,3.40042,97.062,31.2732,1484.934
20211003T012705.760Z,9.4641,3.40041,97.062,31.2732,1484.934
20211003T012706.758Z,9.4642,3.40041,97.062,31.273,1484.934
20211003T012707.849Z,9.4642,3.40042,97.062,31.2731,1484.934
20211003T012708.757Z,9.4641,3.4004,97.062,31.273,1484.934
20211003T012709.822Z,9.4642,3.40041,97.062,31.2731,1484.934
20211003T012710.757Z,9.4641,3.40041,97.061,31.2731,1484.934
20211003T012711.826Z,9.4641,3.4004,97.061,31.273,1484.934
20211003T012712.757Z,9.4641,3.40039,97.061,31.2729,1484.934
20211003T012713.786Z,9.4641,3.40043,97.061,31.2733,1484.935
20211003T012714.757Z,9.4642,3.40043,97.061,31.2733,1484.935
20211003T012715.857Z,9.4642,3.40045,97.061,31.2734,1484.935
20211003T012716.756Z,9.4642,3.40045,97.061,31.2735,1484.935
20211003T012717.846Z,9.4642,3.40046,97.061,31.2735,1484.935
20211003T012718.757Z,9.4642,3.40045,97.061,31.2735,1484.935
20211003T012719.778Z,9.4641,3.40044,97.061,31.2734,1484.935
20211003T012720.757Z,9.4642,3.40042,97.06,31.2732,1484.935
20211003T012721.763Z,9.4641,3.40043,97.061,31.2733,1484.934
20211003T012722.758Z,9.4641,3.40041,97.06,31.2731,1484.934
20211003T012723.769Z,9.4641,3.40042,97.061,31.2733,1484.934
20211003T012724.757Z,9.4641,3.40043,97.059,31.2733,1484.935
20211003T012725.794Z,9.4642,3.40045,97.06,31.2735,1484.935
20211003T012726.758Z,9.4641,3.40046,97.06,31.2736,1484.935
20211003T012727.774Z,9.4642,3.40047,97.06,31.2737,1484.935
20211003T012728.756Z,9.4642,3.40047,97.06,31.2737,1484.935
20211003T012729.771Z,9.4641,3.40046,97.059,31.2736,1484.935
20211003T012730.758Z,9.4641,3.40044,97.06,31.2735,1484.935
20211003T012731.854Z,9.4642,3.40045,97.06,31.2735,1484.935
20211003T012732.758Z,9.4642,3.40046,97.06,31.2736,1484.935
20211003T012733.855Z,9.4642,3.40046,97.06,31.2735,1484.935
20211003T012734.757Z,9.4641,3.40045,97.059,31.2735,1484.935
20211003T012735.770Z,9.4641,3.40046,97.061,31.2736,1484.935
20211003T012736.757Z,9.4641,3.40046,97.06,31.2736,1484.935
20211003T012737.800Z,9.4641,3.40046,97.06,31.2737,1484.935
20211003T012738.757Z,9.4641,3.40046,97.059,31.2736,1484.935
20211003T012739.762Z,9.4642,3.40046,97.058,31.2736,1484.935
20211003T012740.763Z,9.4641,3.40044,97.059,31.2734,1484.935
20211003T012741.789Z,9.4641,3.40043,97.059,31.2734,1484.935
20211003T012742.758Z,9.4641,3.40043,97.058,31.2734,1484.935
20211003T012743.830Z,9.4641,3.40044,97.059,31.2734,1484.935
20211003T012744.757Z,9.4641,3.40044,97.059,31.2734,1484.935
20211003T012745.799Z,9.4641,3.40044,97.058,31.2735,1484.935
20211003T012746.757Z,9.4641,3.40046,97.059,31.2737,1484.935
20211003T012747.773Z,9.4641,3.40046,97.059,31.2736,1484.935
20211003T012748.760Z,9.4641,3.40047,97.058,31.2737,1484.935
20211003T012749.810Z,9.4641,3.40047,97.059,31.2738,1484.935
20211003T012750.757Z,9.4641,3.40047,97.058,31.2737,1484.935
20211003T012751.810Z,9.4641,3.40047,97.057,31.2737,1484.935
20211003T012752.758Z,9.4641,3.40048,97.058,31.2738,1484.935
20211003T012753.855Z,9.4642,3.40047,97.058,31.2737,1484.935
20211003T012754.757Z,9.4642,3.40048,97.057,31.2738,1484.935
20211003T012755.772Z,9.4641,3.40049,97.057,31.2739,1484.935
20211003T012756.757Z,9.4642,3.40049,97.058,31.2738,1484.935
20211003T012757.777Z,9.4641,3.40048,97.058,31.2738,1484.935
20211003T012758.757Z,9.4642,3.40048,97.058,31.2737,1484.935
20211003T012759.799Z,9.4642,3.40048,97.058,31.2738,1484.935
20211003T012800.757Z,9.4642,3.40047,97.058,31.2737,1484.935
20211003T012801.789Z,9.4642,3.40046,97.057,31.2736,1484.935
20211003T012802.759Z,9.4642,3.40047,97.057,31.2736,1484.935
20211003T012803.760Z,9.4642,3.40048,97.057,31.2737,1484.935
20211003T012804.757Z,9.4642,3.40046,97.057,31.2736,1484.935
