date,t1,c1,p1,sal,sv
20211003T001339.753Z,9.46,3.39924,97.294,31.2647,1484.913
20211003T001340.714Z,9.4599,3.39923,97.294,31.2646,1484.912
20211003T001341.727Z,9.4599,3.39924,97.295,31.2647,1484.912
20211003T001342.715Z,9.4599,3.39924,97.294,31.2648,1484.912
20211003T001343.736Z,9.4598,3.39922,97.294,31.2647,1484.912
20211003T001344.715Z,9.4598,3.39922,97.294,31.2647,1484.912
20211003T001345.728Z,9.4597,3.39921,97.294,31.2647,1484.911
20211003T001346.717Z,9.4592,3.39919,97.295,31.2649,1484.91
20211003T001347.879Z,9.4587,3.39917,97.294,31.2651,1484.908
20211003T001348.715Z,9.4583,3.39914,97.294,31.2652,1484.907
20211003T001349.734Z,9.4579,3.39913,97.295,31.2653,1484.906
20211003T001350.714Z,9.4582,3.39911,97.293,31.2649,1484.906
20211003T001351.788Z,9.4575,3.39909,97.294,31.2653,1484.904
20211003T001352.714Z,9.4573,3.39907,97.293,31.2653,1484.903
20211003T001353.729Z,9.4577,3.39906,97.294,31.2648,1484.904
20211003T001354.728Z,9.4578,3.39904,97.294,31.2645,1484.904
20211003T001355.796Z,9.4578,3.399,97.293,31.2641,1484.904
20211003T001356.714Z,9.4577,3.39898,97.294,31.2641,1484.903
20211003T001357.742Z,9.4575,3.39895,97.293,31.2639,1484.902
20211003T001358.714Z,9.4572,3.39895,97.294,31.2641,1484.902
20211003T001359.726Z,9.457,3.39893,97.293,31.2641,1484.901
20211003T001400.714Z,9.4576,3.39893,97.294,31.2636,1484.902
20211003T001401.761Z,9.458,3.39893,97.293,31.2633,1484.903
20211003T001402.715Z,9.4578,3.39893,97.293,31.2635,1484.903
20211003T001403.741Z,9.4575,3.39892,97.293,31.2636,1484.902
20211003T001404.715Z,9.4573,3.39891,97.294,31.2637,1484.902
20211003T001405.715Z,9.4575,3.39891,97.294,31.2635,1484.902
20211003T001406.714Z,9.4575,3.39891,97.293,31.2635,1484.902
20211003T001407.725Z,9.4575,3.3989,97.293,31.2634,1484.902
20211003T001408.715Z,9.4574,3.39889,97.293,31.2634,1484.901
20211003T001409.731Z,9.4573,3.39889,97.293,31.2635,1484.901
20211003T001410.715Z,9.4572,3.39889,97.293,31.2636,1484.901
20211003T001411.723Z,9.457,3.39889,97.292,31.2637,1484.901
20211003T001412.715Z,9.457,3.39888,97.294,31.2636,1484.9
20211003T001413.723Z,9.4571,3.39887,97.293,31.2635,1484.9
20211003T001414.715Z,9.4569,3.39887,97.293,31.2636,1484.9
20211003T001415.721Z,9.4567,3.39885,97.292,31.2636,1484.899
20211003T001416.715Z,9.4565,3.39886,97.292,31.2638,1484.899
20211003T001417.768Z,9.4565,3.39886,97.293,31.2638,1484.899
20211003T001418.727Z,9.4565,3.39885,97.292,31.2638,1484.899
20211003T001419.758Z,9.4567,3.39887,97.292,31.2637,1484.899
20211003T001420.714Z,9.4572,3.39889,97.292,31.2635,1484.901
20211003T001421.771Z,9.4578,3.39888,97.292,31.2629,1484.902
20211003T001422.714Z,9.4578,3.39887,97.292,31.2628,1484.902
20211003T001423.735Z,9.4576,3.39888,97.292,31.2631,1484.902
20211003T001424.720Z,9.4575,3.39886,97.293,31.263,1484.901
20211003T001425.718Z,9.4575,3.39886,97.292,31.263,1484.901
20211003T001426.715Z,9.4575,3.39886,97.292,31.263,1484.901
20211003T001427.716Z,9.4575,3.39886,97.292,31.263,1484.901
20211003T001428.715Z,9.4575,3.39886,97.293,31.2629,1484.901
20211003T001429.816Z,9.4575,3.39886,97.292,31.263,1484.901
20211003T001430.715Z,9.4574,3.39884,97.292,31.2629,1484.901
20211003T001431.786Z,9.4573,3.39881,97.292,31.2627,1484.9
20211003T001432.716Z,9.4572,3.3988,97.292,31.2626,1484.9
20211003T001433.718Z,9.4574,3.39879,97.292,31.2623,1484.9
20211003T001434.714Z,9.4574,3.39878,97.291,31.2623,1484.9
20211003T001435.729Z,9.4572,3.39881,97.291,31.2627,1484.9
20211003T001436.715Z,9.4573,3.39884,97.291,31.2629,1484.901
20211003T001437.723Z,9.457,3.39885,97.292,31.2634,1484.9
20211003T001438.715Z,9.4569,3.39888,97.291,31.2637,1484.9
20211003T001439.753Z,9.4569,3.39889,97.291,31.2638,1484.9
20211003T001440.715Z,9.457,3.3989,97.291,31.2637,1484.901
20211003T001441.721Z,9.4572,3.39888,97.292,31.2635,1484.901
20211003T001442.714Z,9.4573,3.39888,97.291,31.2633,1484.901
20211003T001443.756Z,9.4576,3.39888,97.29,31.2631,1484.902
20211003T001444.715Z,9.4575,3.39888,97.291,31.2632,1484.902
20211003T001445.724Z,9.4574,3.39888,97.29,31.2633,1484.901
20211003T001446.713Z,9.4575,3.39887,97.291,31.2631,1484.901
20211003T001447.716Z,9.4577,3.39885,97.291,31.2627,1484.902
20211003T001448.714Z,9.458,3.39884,97.29,31.2624,1484.902
20211003T001449.722Z,9.4583,3.39885,97.291,31.2621,1484.903
20211003T001450.714Z,9.4583,3.39887,97.29,31.2623,1484.904
20211003T001451.737Z,9.4578,3.39889,97.291,31.263,1484.903
20211003T001452.714Z,9.4576,3.39892,97.291,31.2634,1484.902
20211003T001453.720Z,9.4575,3.3989,97.291,31.2633,1484.902
20211003T001454.714Z,9.4575,3.39889,97.292,31.2633,1484.902
20211003T001455.772Z,9.4575,3.3989,97.292,31.2634,1484.902
20211003T001456.715Z,9.4575,3.3989,97.291,31.2634,1484.902
20211003T001457.746Z,9.4574,3.3989,97.291,31.2635,1484.902
20211003T001458.714Z,9.4573,3.39889,97.291,31.2634,1484.901
20211003T001459.727Z,9.4572,3.39888,97.291,31.2635,1484.901
20211003T001500.715Z,9.4571,3.39887,97.291,31.2635,1484.9
20211003T001501.720Z,9.457,3.39887,97.291,31.2635,1484.9
20211003T001502.715Z,9.4569,3.39887,97.291,31.2636,1484.9
20211003T001503.796Z,9.4568,3.39884,97.291,31.2633,1484.899
20211003T001504.716Z,9.4567,3.39885,97.29,31.2635,1484.899
20211003T001505.752Z,9.4566,3.39885,97.291,31.2636,1484.899
20211003T001506.719Z,9.4565,3.39884,97.292,31.2636,1484.899
20211003T001507.747Z,9.4565,3.39885,97.291,31.2637,1484.899
20211003T001508.716Z,9.4565,3.39884,97.291,31.2637,1484.898
20211003T001509.732Z,9.4564,3.39884,97.291,31.2638,1484.898
20211003T001510.720Z,9.4563,3.39884,97.291,31.2639,1484.898
20211003T001511.872Z,9.4563,3.39885,97.291,31.2639,1484.898
20211003T001512.716Z,9.4564,3.39884,97.291,31.2637,1484.898
20211003T001513.719Z,9.4565,3.39883,97.291,31.2635,1484.899
20211003T001514.716Z,9.4566,3.39884,97.292,31.2635,1484.899
20211003T001515.763Z,9.4568,3.39883,97.291,31.2632,1484.899
20211003T001516.714Z,9.4573,3.39884,97.291,31.2629,1484.901
20211003T001517.754Z,9.4575,3.39883,97.292,31.2627,1484.901
20211003T001518.715Z,9.4574,3.39883,97.293,31.2628,1484.901
20211003T001519.717Z,9.4572,3.39883,97.291,31.2629,1484.9
20211003T001520.715Z,9.457,3.39883,97.292,31.2631,1484.9
20211003T001521.804Z,9.4568,3.39882,97.291,31.2632,1484.899
20211003T001522.715Z,9.4567,3.39881,97.291,31.2632,1484.899
20211003T001523.756Z,9.4568,3.39881,97.291,31.2631,1484.899
20211003T001524.715Z,9.4568,3.39881,97.292,31.2631,1484.899
20211003T001525.777Z,9.4567,3.3988,97.291,31.263,1484.899
20211003T001526.715Z,9.4567,3.39879,97.291,31.2629,1484.898
20211003T001527.812Z,9.4568,3.39879,97.291,31.2628,1484.899
20211003T001528.715Z,9.4567,3.39879,97.291,31.263,1484.898
20211003T001529.722Z,9.4568,3.39879,97.291,31.2629,1484.899
20211003T001530.715Z,9.4569,3.39881,97.291,31.263,1484.899
20211003T001531.761Z,9.4569,3.3988,97.291,31.2629,1484.899
20211003T001532.728Z,9.4569,3.39881,97.292,31.2629,1484.899
20211003T001533.773Z,9.4569,3.39881,97.291,31.263,1484.899
20211003T001534.714Z,9.4568,3.39881,97.291,31.2631,1484.899
20211003T001535.728Z,9.4566,3.39881,97.291,31.2632,1484.898
20211003T001536.714Z,9.4565,3.39882,97.291,31.2635,1484.898
20211003T001537.730Z,9.4564,3.39882,97.291,31.2635,1484.898
20211003T001538.716Z,9.4563,3.39883,97.29,31.2637,1484.898
20211003T001539.781Z,9.4565,3.39882,97.291,31.2635,1484.898
20211003T001540.714Z,9.4567,3.39883,97.291,31.2634,1484.899
20211003T001541.751Z,9.4568,3.39882,97.291,31.2632,1484.899
20211003T001542.715Z,9.4569,3.39882,97.29,31.2632,1484.899
20211003T001543.729Z,9.4568,3.3988,97.291,31.2629,1484.899
20211003T001544.714Z,9.4567,3.3988,97.292,31.263,1484.898
20211003T001545.717Z,9.4566,3.39878,97.291,31.263,1484.898
20211003T001546.714Z,9.4565,3.39877,97.291,31.2629,1484.898
20211003T001547.744Z,9.4565,3.39877,97.29,31.2629,1484.898
20211003T001548.714Z,9.4564,3.39876,97.291,31.2629,1484.897
20211003T001549.733Z,9.4565,3.39876,97.29,31.2628,1484.897
20211003T001550.715Z,9.4565,3.39875,97.291,31.2627,1484.897
20211003T001551.777Z,9.4563,3.39876,97.29,31.2629,1484.897
20211003T001552.719Z,9.4564,3.39877,97.29,31.2629,1484.897
20211003T001553.760Z,9.4563,3.39876,97.289,31.263,1484.897
20211003T001554.714Z,9.4562,3.39874,97.29,31.2629,1484.897
20211003T001555.725Z,9.4562,3.39875,97.29,31.263,1484.896
20211003T001556.733Z,9.4561,3.39874,97.29,31.263,1484.896
20211003T001557.716Z,9.4561,3.39875,97.289,31.2631,1484.896
20211003T001558.715Z,9.456,3.39875,97.29,31.2631,1484.896
20211003T001559.764Z,9.456,3.39874,97.289,31.2631,1484.896
20211003T001600.717Z,9.4561,3.39877,97.289,31.2632,1484.896
20211003T001601.736Z,9.4562,3.39877,97.29,31.2631,1484.897
20211003T001602.714Z,9.4563,3.39879,97.29,31.2633,1484.897
20211003T001603.720Z,9.4564,3.39881,97.29,31.2634,1484.898
20211003T001604.716Z,9.4565,3.39885,97.289,31.2638,1484.899
20211003T001605.783Z,9.4566,3.39886,97.289,31.2637,1484.899
20211003T001606.715Z,9.4568,3.39887,97.289,31.2637,1484.9
20211003T001607.770Z,9.457,3.39886,97.289,31.2634,1484.9
20211003T001608.714Z,9.4572,3.39885,97.289,31.2631,1484.9
20211003T001609.715Z,9.4574,3.39886,97.289,31.263,1484.901
20211003T001610.715Z,9.4575,3.39885,97.289,31.2628,1484.901
20211003T001611.772Z,9.4575,3.39885,97.29,31.2628,1484.901
20211003T001612.714Z,9.4575,3.39883,97.289,31.2626,1484.901
20211003T001613.788Z,9.4574,3.39882,97.288,31.2627,1484.901
20211003T001614.714Z,9.4574,3.39882,97.29,31.2627,1484.901
20211003T001615.803Z,9.4572,3.39886,97.289,31.2632,1484.901
20211003T001616.714Z,9.4572,3.3989,97.288,31.2637,1484.901
20211003T001617.732Z,9.4572,3.39893,97.288,31.2639,1484.901
20211003T001618.714Z,9.4571,3.39894,97.288,31.2641,1484.901
20211003T001619.718Z,9.4572,3.39895,97.289,31.2642,1484.901
20211003T001620.728Z,9.4572,3.39897,97.289,31.2643,1484.902
20211003T001621.729Z,9.4574,3.399,97.288,31.2645,1484.903
20211003T001622.715Z,9.4574,3.39904,97.289,31.2649,1484.903
20211003T001623.722Z,9.4575,3.39906,97.289,31.265,1484.904
20211003T001624.715Z,9.4575,3.39907,97.289,31.2651,1484.904
20211003T001625.741Z,9.4577,3.39909,97.288,31.2651,1484.905
20211003T001626.715Z,9.4581,3.3991,97.289,31.2649,1484.906
20211003T001627.723Z,9.4583,3.3991,97.29,31.2648,1484.906
20211003T001628.715Z,9.4581,3.39909,97.289,31.2648,1484.906
20211003T001629.753Z,9.4578,3.39908,97.289,31.2649,1484.905
20211003T001630.715Z,9.4576,3.39909,97.288,31.2652,1484.905
20211003T001631.723Z,9.4575,3.39908,97.288,31.2653,1484.904
20211003T001632.714Z,9.4575,3.39909,97.289,31.2653,1484.904
20211003T001633.742Z,9.4575,3.3991,97.288,31.2654,1484.904
20211003T001634.715Z,9.4577,3.39909,97.288,31.2652,1484.905
20211003T001635.785Z,9.4578,3.39909,97.288,31.265,1484.905
20211003T001636.714Z,9.4579,3.39911,97.287,31.2652,1484.905
20211003T001637.795Z,9.458,3.3991,97.288,31.265,1484.906
20211003T001638.719Z,9.458,3.39911,97.288,31.2651,1484.906
20211003T001639.780Z,9.4579,3.39912,97.289,31.2652,1484.906
20211003T001640.714Z,9.4579,3.3991,97.288,31.2651,1484.905
20211003T001641.719Z,9.4579,3.3991,97.288,31.2651,1484.905
20211003T001642.716Z,9.4579,3.39908,97.287,31.2649,1484.905
20211003T001643.760Z,9.458,3.39908,97.288,31.2648,1484.905
20211003T001644.715Z,9.4581,3.39908,97.288,31.2647,1484.906
20211003T001645.747Z,9.4582,3.39907,97.288,31.2646,1484.906
20211003T001646.717Z,9.4583,3.39907,97.289,31.2644,1484.906
20211003T001647.748Z,9.4585,3.39907,97.288,31.2642,1484.906
20211003T001648.714Z,9.4585,3.39906,97.287,31.2641,1484.906
20211003T001649.759Z,9.4585,3.39907,97.287,31.2643,1484.906
20211003T001650.715Z,9.4585,3.39906,97.288,31.2642,1484.906
20211003T001651.739Z,9.4585,3.39908,97.287,31.2644,1484.907
20211003T001652.715Z,9.4587,3.39909,97.288,31.2643,1484.907
20211003T001653.739Z,9.4588,3.39907,97.288,31.264,1484.907
20211003T001654.715Z,9.4588,3.39908,97.288,31.2641,1484.907
20211003T001655.722Z,9.4588,3.39907,97.288,31.264,1484.907
20211003T001656.714Z,9.4587,3.39908,97.288,31.2642,1484.907
20211003T001657.743Z,9.4588,3.39908,97.289,31.2641,1484.907
20211003T001658.714Z,9.4588,3.39907,97.289,31.264,1484.907
20211003T001659.788Z,9.4589,3.39908,97.289,31.264,1484.908
20211003T001700.715Z,9.4588,3.39907,97.288,31.2639,1484.907
20211003T001701.788Z,9.4589,3.39907,97.288,31.2639,1484.908
20211003T001702.715Z,9.4589,3.39907,97.289,31.2639,1484.908
20211003T001703.738Z,9.4589,3.39907,97.288,31.2639,1484.908
20211003T001704.714Z,9.4589,3.39908,97.287,31.264,1484.908
20211003T001705.718Z,9.4589,3.39907,97.287,31.2639,1484.907
20211003T001706.714Z,9.4589,3.39908,97.288,31.264,1484.908
20211003T001707.720Z,9.4588,3.39908,97.287,31.2641,1484.908
20211003T001708.715Z,9.459,3.39907,97.288,31.2639,1484.908
20211003T001709.758Z,9.459,3.39908,97.288,31.2639,1484.908
20211003T001710.713Z,9.459,3.39907,97.288,31.2638,1484.908
20211003T001711.722Z,9.459,3.39908,97.289,31.2639,1484.908
20211003T001712.715Z,9.4591,3.39909,97.288,31.2639,1484.908
20211003T001713.716Z,9.4592,3.39909,97.289,31.2639,1484.909
20211003T001714.713Z,9.4593,3.39909,97.287,31.2638,1484.909
20211003T001715.721Z,9.4593,3.3991,97.287,31.2639,1484.909
20211003T001716.715Z,9.4593,3.3991,97.287,31.2639,1484.909
20211003T001717.778Z,9.4593,3.3991,97.288,31.2639,1484.909
20211003T001718.714Z,9.4592,3.3991,97.288,31.264,1484.909
20211003T001719.757Z,9.459,3.3991,97.288,31.2641,1484.908
20211003T001720.714Z,9.459,3.39911,97.288,31.2642,1484.908
20211003T001721.721Z,9.4591,3.39911,97.289,31.2642,1484.909
20211003T001722.714Z,9.4591,3.39911,97.288,31.2642,1484.909
20211003T001723.741Z,9.459,3.3991,97.287,31.2641,1484.908
20211003T001724.719Z,9.4589,3.39909,97.288,31.2642,1484.908
20211003T001725.725Z,9.4588,3.39909,97.288,31.2642,1484.908
20211003T001726.714Z,9.4589,3.39908,97.287,31.264,1484.908
20211003T001727.734Z,9.459,3.39908,97.287,31.264,1484.908
20211003T001728.716Z,9.4591,3.39908,97.287,31.2638,1484.908
20211003T001729.733Z,9.4591,3.39908,97.287,31.2638,1484.908
20211003T001730.714Z,9.459,3.39908,97.287,31.2639,1484.908
20211003T001731.734Z,9.459,3.39908,97.286,31.2639,1484.908
20211003T001732.715Z,9.459,3.39908,97.286,31.2639,1484.908
20211003T001733.747Z,9.459,3.39907,97.287,31.2638,1484.908
20211003T001734.713Z,9.4591,3.39908,97.287,31.2638,1484.908
20211003T001735.734Z,9.4593,3.39907,97.287,31.2636,1484.908
20211003T001736.713Z,9.4593,3.39907,97.286,31.2635,1484.909
20211003T001737.737Z,9.4593,3.39906,97.286,31.2635,1484.908
20211003T001738.715Z,9.4593,3.39905,97.286,31.2633,1484.908
20211003T001739.729Z,9.4591,3.39904,97.287,31.2634,1484.908
20211003T001740.715Z,9.459,3.39903,97.285,31.2634,1484.907
20211003T001741.741Z,9.4588,3.399,97.285,31.2633,1484.906
20211003T001742.715Z,9.4587,3.399,97.287,31.2634,1484.906
20211003T001743.803Z,9.4585,3.399,97.286,31.2635,1484.906
20211003T001744.715Z,9.4583,3.39898,97.286,31.2635,1484.905
20211003T001745.739Z,9.4582,3.39898,97.285,31.2637,1484.905
20211003T001746.715Z,9.458,3.39898,97.286,31.2638,1484.904
20211003T001747.724Z,9.4578,3.39898,97.285,31.2639,1484.903
20211003T001748.715Z,9.4577,3.39898,97.285,31.2641,1484.903
20211003T001749.718Z,9.4576,3.39898,97.285,31.2641,1484.903
20211003T001750.715Z,9.4577,3.39899,97.287,31.2641,1484.903
20211003T001751.762Z,9.4578,3.399,97.286,31.2642,1484.904
20211003T001752.715Z,9.4578,3.39898,97.284,31.264,1484.904
20211003T001753.729Z,9.4578,3.39897,97.286,31.2639,1484.903
20211003T001754.715Z,9.4578,3.39898,97.285,31.264,1484.904
20211003T001755.788Z,9.4577,3.39898,97.284,31.264,1484.903
20211003T001756.715Z,9.4576,3.39898,97.285,31.2641,1484.903
20211003T001757.766Z,9.4576,3.39897,97.285,31.264,1484.903
20211003T001758.728Z,9.4575,3.39896,97.284,31.2639,1484.903
20211003T001759.735Z,9.4575,3.39895,97.285,31.2639,1484.902
20211003T001800.713Z,9.4574,3.39894,97.285,31.2639,1484.902
20211003T001801.721Z,9.4573,3.39893,97.285,31.2639,1484.902
20211003T001802.714Z,9.4573,3.39892,97.283,31.2638,1484.901
20211003T001803.769Z,9.4572,3.39891,97.284,31.2638,1484.901
20211003T001804.715Z,9.4572,3.3989,97.284,31.2636,1484.901
20211003T001805.717Z,9.4571,3.39891,97.283,31.2638,1484.901
20211003T001806.719Z,9.4571,3.3989,97.284,31.2638,1484.901
20211003T001807.719Z,9.4571,3.39889,97.284,31.2637,1484.901
20211003T001808.715Z,9.4571,3.39888,97.283,31.2635,1484.901
20211003T001809.735Z,9.4571,3.39888,97.284,31.2635,1484.901
20211003T001810.719Z,9.4571,3.39887,97.284,31.2635,1484.9
20211003T001811.800Z,9.457,3.39887,97.284,31.2635,1484.9
20211003T001812.715Z,9.4572,3.39887,97.283,31.2633,1484.901
20211003T001813.719Z,9.4573,3.39888,97.283,31.2634,1484.901
20211003T001814.717Z,9.4573,3.39889,97.283,31.2634,1484.901
20211003T001815.718Z,9.4575,3.39891,97.283,31.2635,1484.902
20211003T001816.714Z,9.4577,3.39894,97.282,31.2636,1484.903
20211003T001817.732Z,9.4578,3.39895,97.283,31.2636,1484.903
20211003T001818.716Z,9.4579,3.39895,97.283,31.2636,1484.903
20211003T001819.778Z,9.4579,3.39897,97.283,31.2637,1484.904
20211003T001820.715Z,9.4579,3.39898,97.282,31.2639,1484.904
20211003T001821.725Z,9.4579,3.39899,97.283,31.2639,1484.904
20211003T001822.729Z,9.4579,3.39901,97.283,31.2641,1484.904
20211003T001823.721Z,9.4581,3.39903,97.283,31.2641,1484.905
20211003T001824.715Z,9.4583,3.39903,97.283,31.264,1484.905
20211003T001825.722Z,9.4583,3.39904,97.283,31.2641,1484.906
20211003T001826.714Z,9.4583,3.39903,97.282,31.2641,1484.905
20211003T001827.747Z,9.4583,3.39904,97.283,31.2642,1484.905
20211003T001828.713Z,9.4583,3.39904,97.283,31.2641,1484.905
20211003T001829.728Z,9.4584,3.39904,97.282,31.264,1484.906
20211003T001830.714Z,9.4584,3.39903,97.282,31.2639,1484.906
20211003T001831.869Z,9.4585,3.39902,97.283,31.2637,1484.906
20211003T001832.714Z,9.4585,3.39903,97.282,31.2639,1484.906
20211003T001833.733Z,9.4585,3.39902,97.283,31.2637,1484.906
20211003T001834.714Z,9.4583,3.39901,97.283,31.2638,1484.905
20211003T001835.795Z,9.4582,3.399,97.282,31.2639,1484.905
20211003T001836.714Z,9.4581,3.39903,97.282,31.2642,1484.905
20211003T001837.741Z,9.4579,3.39903,97.282,31.2643,1484.905
20211003T001838.714Z,9.458,3.39905,97.282,31.2645,1484.905
20211003T001839.729Z,9.458,3.39905,97.282,31.2644,1484.905
20211003T001840.714Z,9.4582,3.39907,97.282,31.2645,1484.906
20211003T001841.936Z,9.4584,3.39908,97.282,31.2645,1484.906
20211003T001842.714Z,9.459,3.39908,97.281,31.2639,1484.908
20211003T001843.753Z,9.4595,3.39907,97.281,31.2634,1484.909
20211003T001844.714Z,9.4594,3.39907,97.282,31.2635,1484.909
20211003T001845.744Z,9.4593,3.39906,97.282,31.2635,1484.908
20211003T001846.714Z,9.4591,3.39905,97.282,31.2635,1484.908
20211003T001847.827Z,9.459,3.39905,97.283,31.2636,1484.907
20211003T001848.714Z,9.459,3.39906,97.282,31.2636,1484.908
20211003T001849.800Z,9.4593,3.39905,97.282,31.2633,1484.908
20211003T001850.715Z,9.4592,3.39905,97.282,31.2634,1484.908
20211003T001851.723Z,9.4592,3.39905,97.282,31.2635,1484.908
20211003T001852.718Z,9.4592,3.39904,97.28,31.2634,1484.908
20211003T001853.774Z,9.4593,3.39904,97.282,31.2632,1484.908
20211003T001854.714Z,9.4593,3.39904,97.281,31.2633,1484.908
20211003T001855.719Z,9.4594,3.39904,97.282,31.2632,1484.908
20211003T001856.715Z,9.4594,3.39903,97.281,31.2631,1484.908
20211003T001857.789Z,9.4593,3.39903,97.282,31.2632,1484.908
20211003T001858.714Z,9.4591,3.39904,97.282,31.2634,1484.908
20211003T001859.774Z,9.4589,3.39903,97.281,31.2635,1484.907
20211003T001900.717Z,9.4586,3.39904,97.281,31.2638,1484.906
20211003T001901.862Z,9.4586,3.39905,97.281,31.264,1484.906
20211003T001902.715Z,9.4585,3.39906,97.281,31.2641,1484.906
20211003T001903.755Z,9.4584,3.39905,97.281,31.2642,1484.906
20211003T001904.714Z,9.4583,3.39906,97.281,31.2643,1484.906
20211003T001905.724Z,9.4584,3.39908,97.281,31.2644,1484.906
20211003T001906.715Z,9.4585,3.39908,97.281,31.2644,1484.906
20211003T001907.724Z,9.4586,3.39908,97.281,31.2643,1484.907
20211003T001908.715Z,9.4586,3.39907,97.281,31.2642,1484.907
20211003T001909.761Z,9.4586,3.39907,97.28,31.2642,1484.907
20211003T001910.715Z,9.4587,3.39907,97.281,31.2641,1484.907
20211003T001911.740Z,9.4587,3.39907,97.281,31.2641,1484.907
20211003T001912.714Z,9.4587,3.39906,97.28,31.264,1484.907
20211003T001913.792Z,9.4586,3.39906,97.281,31.2641,1484.907
20211003T001914.716Z,9.4586,3.39907,97.279,31.2642,1484.906
20211003T001915.801Z,9.4585,3.39907,97.28,31.2642,1484.906
20211003T001916.716Z,9.4585,3.39909,97.281,31.2645,1484.907
20211003T001917.749Z,9.4585,3.39909,97.282,31.2645,1484.907
20211003T001918.715Z,9.4586,3.3991,97.28,31.2645,1484.907
20211003T001919.719Z,9.4586,3.39912,97.279,31.2647,1484.907
20211003T001920.715Z,9.4587,3.39912,97.28,31.2646,1484.907
20211003T001921.725Z,9.4587,3.39913,97.28,31.2647,1484.908
20211003T001922.715Z,9.4588,3.39914,97.281,31.2647,1484.908
20211003T001923.748Z,9.4587,3.39915,97.281,31.2649,1484.908
20211003T001924.714Z,9.4587,3.39915,97.28,31.2649,1484.908
20211003T001925.778Z,9.4588,3.39916,97.28,31.2648,1484.908
20211003T001926.714Z,9.4587,3.39916,97.28,31.265,1484.908
20211003T001927.728Z,9.4587,3.39915,97.28,31.2649,1484.908
20211003T001928.715Z,9.4588,3.39915,97.281,31.2648,1484.908
20211003T001929.798Z,9.459,3.39915,97.28,31.2647,1484.909
20211003T001930.715Z,9.4591,3.39915,97.28,31.2645,1484.909
20211003T001931.716Z,9.459,3.39917,97.28,31.2648,1484.909
20211003T001932.715Z,9.4591,3.39917,97.28,31.2647,1484.909
20211003T001933.722Z,9.4592,3.39917,97.279,31.2647,1484.909
20211003T001934.715Z,9.4593,3.39919,97.278,31.2648,1484.91
20211003T001935.736Z,9.4594,3.3992,97.278,31.2648,1484.911
20211003T001936.715Z,9.4595,3.3992,97.28,31.2647,1484.911
20211003T001937.758Z,9.4596,3.39921,97.279,31.2647,1484.911
20211003T001938.718Z,9.4598,3.39923,97.279,31.2648,1484.912
20211003T001939.814Z,9.4604,3.39926,97.279,31.2646,1484.914
20211003T001940.714Z,9.4609,3.3993,97.279,31.2645,1484.916
20211003T001941.758Z,9.4611,3.39934,97.279,31.2648,1484.916
20211003T001942.716Z,9.4611,3.39936,97.279,31.265,1484.917
20211003T001943.775Z,9.4609,3.39935,97.279,31.2651,1484.916
20211003T001944.716Z,9.4605,3.39932,97.279,31.265,1484.915
20211003T001945.781Z,9.4602,3.39929,97.279,31.265,1484.914
20211003T001946.715Z,9.4598,3.39928,97.278,31.2653,1484.912
20211003T001947.764Z,9.4594,3.39928,97.279,31.2656,1484.911
20211003T001948.714Z,9.4593,3.3993,97.279,31.2659,1484.911
20211003T001949.771Z,9.4593,3.3993,97.279,31.266,1484.911
20211003T001950.713Z,9.4594,3.39932,97.278,31.2661,1484.912
20211003T001951.756Z,9.4594,3.39931,97.278,31.2659,1484.912
20211003T001952.714Z,9.4594,3.3993,97.279,31.2658,1484.912
20211003T001953.726Z,9.4595,3.39929,97.278,31.2657,1484.912
20211003T001954.715Z,9.4594,3.39931,97.278,31.2659,1484.912
20211003T001955.784Z,9.4597,3.39932,97.278,31.2658,1484.913
20211003T001956.715Z,9.4598,3.39933,97.279,31.2658,1484.913
20211003T001957.734Z,9.46,3.39934,97.278,31.2658,1484.914
20211003T001958.715Z,9.4601,3.39934,97.278,31.2656,1484.914
20211003T001959.724Z,9.4601,3.39933,97.278,31.2655,1484.914
20211003T002000.728Z,9.4601,3.39931,97.278,31.2653,1484.914
20211003T002001.765Z,9.4601,3.39929,97.277,31.2651,1484.913
20211003T002002.714Z,9.46,3.39928,97.278,31.2651,1484.913
20211003T002003.719Z,9.4601,3.39926,97.278,31.2648,1484.913
20211003T002004.714Z,9.4599,3.39924,97.278,31.2647,1484.912
20211003T002005.772Z,9.4598,3.39922,97.278,31.2647,1484.912
20211003T002006.715Z,9.4598,3.39921,97.277,31.2645,1484.911
20211003T002007.759Z,9.4598,3.39919,97.278,31.2644,1484.911
20211003T002008.714Z,9.4597,3.39919,97.278,31.2644,1484.911
20211003T002009.734Z,9.4596,3.39918,97.278,31.2645,1484.911
20211003T002010.715Z,9.4595,3.39918,97.278,31.2645,1484.91
20211003T002011.750Z,9.4596,3.39919,97.278,31.2645,1484.911
20211003T002012.715Z,9.4597,3.39918,97.277,31.2643,1484.911
20211003T002013.784Z,9.4599,3.39918,97.277,31.2642,1484.911
20211003T002014.714Z,9.46,3.39917,97.278,31.2639,1484.912
20211003T002015.749Z,9.4599,3.39919,97.278,31.2643,1484.912
20211003T002016.714Z,9.4598,3.39919,97.278,31.2644,1484.911
20211003T002017.762Z,9.4597,3.39919,97.277,31.2645,1484.911
20211003T002018.714Z,9.4597,3.39918,97.277,31.2644,1484.911
20211003T002019.718Z,9.4596,3.39918,97.277,31.2644,1484.911
20211003T002020.719Z,9.4597,3.39919,97.277,31.2644,1484.911
